timestamp,gpu_temp,gpu_power,vram_pct,gpu_pct,ram_used_gb,ram_free_gb
21:06:36,27.0,13.039,N/A,65,12,22
21:07:06,26.0,12.083,N/A,65,12,22
21:07:36,26.0,13.03,N/A,65,12,22
21:08:06,27.0,13.043,N/A,65,12,22
21:08:36,26.0,14.033,N/A,65,12,22
21:09:06,26.0,13.017,N/A,65,12,22
21:09:36,26.0,13.051,N/A,65,12,22
21:10:06,26.0,13.056,N/A,65,12,22
21:10:36,26.0,13.038,N/A,65,12,22
21:11:06,26.0,13.085,N/A,65,12,22
21:11:37,26.0,13.06,N/A,65,12,22
21:12:07,27.0,13.055,N/A,65,12,22
21:12:37,27.0,13.078,N/A,65,12,22
21:13:07,27.0,13.087,N/A,65,12,22
21:13:37,27.0,14.025,N/A,65,12,22
21:14:07,26.0,13.084,N/A,65,12,22
21:14:37,26.0,14.011,N/A,65,12,22
21:15:07,26.0,14.032,N/A,65,12,22
21:15:37,26.0,13.025,N/A,65,12,22
21:16:07,27.0,18.071,N/A,65,12,22
21:16:37,28.0,16.078,N/A,65,13,22
21:17:08,28.0,18.071,N/A,65,13,22
21:17:38,29.0,19.019,N/A,65,13,21
21:18:08,29.0,17.05,N/A,65,14,21
21:18:38,28.0,13.043,N/A,65,14,21
21:19:08,28.0,14.056,N/A,65,14,21
21:19:38,28.0,12.065,N/A,65,14,21
21:20:08,28.0,13.089,N/A,65,14,21
21:20:38,27.0,13.039,N/A,65,14,21
21:21:08,27.0,14.008,N/A,65,14,21
21:21:38,27.0,13.013,N/A,65,14,21
21:22:08,27.0,13.052,N/A,65,14,21
21:22:38,28.0,13.007,N/A,65,14,21
21:23:09,27.0,14.007,N/A,65,14,21
21:23:39,27.0,14.018,N/A,65,14,21
21:24:09,26.0,13.071,N/A,65,14,21
21:24:39,27.0,13.059,N/A,65,14,21
21:25:09,27.0,13.01,N/A,65,14,21
21:25:39,27.0,14.048,N/A,65,14,21
21:26:09,26.0,14.013,N/A,65,14,21
21:26:39,27.0,14.024,N/A,65,14,21
21:27:09,27.0,13.071,N/A,65,14,21
21:27:39,27.0,13.077,N/A,65,14,21
21:28:09,27.0,13.08,N/A,65,14,21
21:28:40,27.0,14.003,N/A,65,14,21
21:29:10,26.0,13.052,N/A,65,14,21
21:29:40,26.0,13.011,N/A,65,14,21
21:30:10,27.0,13.087,N/A,65,14,21
21:30:40,26.0,13.025,N/A,65,14,21
21:31:10,27.0,13.064,N/A,65,14,21
21:31:40,27.0,14.017,N/A,65,14,21
21:32:10,27.0,13.098,N/A,65,14,21
21:32:40,28.0,18.073,N/A,65,14,20
21:33:10,29.0,19.071,N/A,65,14,20
21:33:40,29.0,20.016,N/A,65,14,20
21:34:11,28.0,13.039,N/A,65,14,20
21:34:41,28.0,13.095,N/A,65,14,20
21:35:11,28.0,14.06,N/A,65,14,20
21:35:41,28.0,14.024,N/A,65,14,20
21:36:11,27.0,13.036,N/A,65,14,20
21:36:41,28.0,13.039,N/A,65,14,20
21:37:11,27.0,13.073,N/A,65,14,20
21:37:41,28.0,14.073,N/A,65,14,20
21:38:11,28.0,13.056,N/A,65,14,20
21:38:41,28.0,17.053,N/A,65,14,19
21:39:11,27.0,13.035,N/A,65,14,19
21:39:41,27.0,13.058,N/A,65,14,19
21:40:12,27.0,14.027,N/A,65,14,19
21:40:42,27.0,13.074,N/A,65,14,19
21:41:12,27.0,13.029,N/A,65,14,19
21:41:42,27.0,13.035,N/A,65,14,19
21:42:12,28.0,18.091,N/A,65,14,19
21:42:42,29.0,19.032,N/A,65,15,19
21:43:12,29.0,18.019,N/A,65,15,18
21:43:42,29.0,19.034,N/A,65,15,18
21:44:12,30.0,19.091,N/A,65,15,17
21:44:42,30.0,19.048,N/A,65,15,17
21:45:12,30.0,19.04,N/A,65,15,17
21:45:42,31.0,13.086,N/A,65,15,16
21:46:13,30.0,13.095,N/A,65,15,16
21:46:43,30.0,13.086,N/A,65,15,16
21:47:13,29.0,13.048,N/A,65,15,16
21:47:43,29.0,13.052,N/A,65,15,16
21:48:13,28.0,13.069,N/A,65,15,16
21:48:43,28.0,14.036,N/A,65,15,16
21:49:13,28.0,14.013,N/A,65,15,16
21:49:43,28.0,13.042,N/A,65,15,16
21:50:13,28.0,12.032,N/A,65,15,16
21:50:43,28.0,13.08,N/A,65,15,16
21:51:13,27.0,12.085,N/A,65,15,16
21:51:44,27.0,13.051,N/A,65,15,16
21:52:14,28.0,13.072,N/A,65,15,16
21:52:44,28.0,13.006,N/A,65,15,16
21:53:14,27.0,13.008,N/A,65,15,16
21:53:44,27.0,13.077,N/A,65,15,16
21:54:14,27.0,13.052,N/A,65,15,16
21:54:44,27.0,14.009,N/A,65,15,16
21:55:14,28.0,13.006,N/A,65,15,16
21:55:44,27.0,13.068,N/A,65,15,16
21:56:14,27.0,14.015,N/A,65,15,16
21:56:44,28.0,13.035,N/A,65,15,16
21:57:15,27.0,14.0,N/A,65,15,16
21:57:45,27.0,14.023,N/A,65,15,16
21:58:15,27.0,14.05,N/A,65,15,16
21:58:45,27.0,13.037,N/A,65,15,16
21:59:15,27.0,13.045,N/A,65,15,16
21:59:45,27.0,13.058,N/A,65,15,16
22:00:15,27.0,13.077,N/A,65,15,16
22:00:45,27.0,12.098,N/A,65,15,16
22:01:15,27.0,14.033,N/A,65,15,16
22:01:45,27.0,13.08,N/A,65,15,16
22:02:15,26.0,13.044,N/A,65,15,16
22:02:45,26.0,13.069,N/A,65,15,16
22:03:16,27.0,14.016,N/A,65,15,16
22:03:46,27.0,14.022,N/A,65,15,16
22:04:16,27.0,13.076,N/A,65,15,16
22:04:46,27.0,14.017,N/A,65,15,16
22:05:16,27.0,14.0,N/A,65,15,16
22:05:46,26.0,13.074,N/A,65,15,16
22:06:16,27.0,14.035,N/A,65,15,16
22:06:46,27.0,14.043,N/A,65,15,16
22:07:16,27.0,14.037,N/A,65,15,16
22:07:46,27.0,13.05,N/A,65,15,16
22:08:16,27.0,14.038,N/A,65,15,16
22:08:47,27.0,14.035,N/A,65,15,16
22:09:17,27.0,14.028,N/A,65,15,16
22:09:47,27.0,13.074,N/A,65,15,16
22:10:17,27.0,15.033,N/A,65,15,16
22:10:47,27.0,13.096,N/A,65,15,16
22:11:17,26.0,13.038,N/A,65,15,16
22:11:47,27.0,18.037,N/A,65,15,16
22:12:17,27.0,13.076,N/A,65,15,16
22:12:47,27.0,13.085,N/A,65,15,16
22:13:17,27.0,13.096,N/A,65,15,16
22:13:47,27.0,14.003,N/A,65,15,16
22:14:18,27.0,14.016,N/A,65,15,16
22:14:48,27.0,13.038,N/A,65,15,16
22:15:18,27.0,14.008,N/A,65,15,16
22:15:48,27.0,13.072,N/A,65,15,16
22:16:18,27.0,13.093,N/A,65,15,16
22:16:48,27.0,14.002,N/A,65,15,16
22:17:18,27.0,13.082,N/A,65,15,16
22:17:48,27.0,14.004,N/A,65,15,16
22:18:18,27.0,15.07,N/A,65,15,16
22:18:48,26.0,13.066,N/A,65,15,16
22:19:18,27.0,14.012,N/A,65,15,16
22:19:49,26.0,13.087,N/A,65,15,16
22:20:19,27.0,14.053,N/A,65,15,16
22:20:49,26.0,13.033,N/A,65,15,16
22:21:19,26.0,13.085,N/A,65,15,16
22:21:49,26.0,13.053,N/A,65,15,16
22:22:19,27.0,13.075,N/A,65,15,16
22:22:49,26.0,12.097,N/A,65,15,16
22:23:19,26.0,14.043,N/A,65,15,16
22:23:49,26.0,13.039,N/A,65,15,16
22:24:19,27.0,13.073,N/A,65,15,16
22:24:49,26.0,14.049,N/A,65,15,16
22:25:19,26.0,14.015,N/A,65,15,16
22:25:50,27.0,13.096,N/A,65,15,16
22:26:20,27.0,14.043,N/A,65,15,16
22:26:50,26.0,13.085,N/A,65,15,16
22:27:20,27.0,14.006,N/A,65,15,16
22:27:50,27.0,13.01,N/A,65,15,16
22:28:20,27.0,13.012,N/A,65,15,16
22:28:50,26.0,14.03,N/A,65,15,16
22:29:20,27.0,14.015,N/A,65,15,16
22:29:50,27.0,14.045,N/A,65,15,16
22:30:20,27.0,14.029,N/A,65,15,16
22:30:50,27.0,14.042,N/A,65,15,16
22:31:21,26.0,14.058,N/A,65,15,16
22:31:51,27.0,13.096,N/A,65,15,16
22:32:21,26.0,13.048,N/A,65,15,16
22:32:51,26.0,13.043,N/A,65,15,16
22:33:21,26.0,13.072,N/A,65,15,16
22:33:51,27.0,13.069,N/A,65,15,16
22:34:21,26.0,13.064,N/A,65,15,16
22:34:51,26.0,13.036,N/A,65,15,16
22:35:21,26.0,13.048,N/A,65,15,16
22:35:51,27.0,13.059,N/A,65,15,16
22:36:21,27.0,14.016,N/A,65,15,16
22:36:52,27.0,13.073,N/A,65,15,16
22:37:22,27.0,13.013,N/A,65,15,16
22:37:52,27.0,13.086,N/A,65,15,16
22:38:22,27.0,13.085,N/A,65,15,16
22:38:52,26.0,13.071,N/A,65,15,16
22:39:22,26.0,14.009,N/A,65,15,16
22:39:52,27.0,13.072,N/A,65,15,16
22:40:22,27.0,14.045,N/A,65,15,16
22:40:52,27.0,13.076,N/A,65,15,16
22:41:22,27.0,14.007,N/A,65,15,16
22:41:52,27.0,14.037,N/A,65,15,16
22:42:23,27.0,13.091,N/A,65,15,16
22:42:53,27.0,13.074,N/A,65,15,16
22:43:23,26.0,13.034,N/A,65,15,16
22:43:53,27.0,13.035,N/A,65,15,16
22:44:23,27.0,13.009,N/A,65,15,16
22:44:53,26.0,13.064,N/A,65,15,16
22:45:23,26.0,14.018,N/A,65,15,16
22:45:53,27.0,13.036,N/A,65,15,16
22:46:23,27.0,13.093,N/A,65,15,16
22:46:53,27.0,13.029,N/A,65,15,16
22:47:23,27.0,13.098,N/A,65,15,16
22:47:53,26.0,14.004,N/A,65,15,16
22:48:24,26.0,13.001,N/A,65,15,16
22:48:54,26.0,13.031,N/A,65,15,16
22:49:24,27.0,13.068,N/A,65,15,16
22:49:54,27.0,13.052,N/A,65,15,16
22:50:24,27.0,13.077,N/A,65,15,16
22:50:54,26.0,13.093,N/A,65,15,16
22:51:24,27.0,14.038,N/A,65,15,16
22:51:54,27.0,13.091,N/A,65,15,16
22:52:24,26.0,14.036,N/A,65,15,16
22:52:54,27.0,14.004,N/A,65,15,16
22:53:24,26.0,13.088,N/A,65,15,16
22:53:55,27.0,13.088,N/A,65,15,16
22:54:25,26.0,13.074,N/A,65,15,16
22:54:55,27.0,13.01,N/A,65,15,16
22:55:25,27.0,13.061,N/A,65,15,16
22:55:55,26.0,13.062,N/A,65,15,16
22:56:25,26.0,14.01,N/A,65,15,16
22:56:55,26.0,14.017,N/A,65,15,16
22:57:25,27.0,13.054,N/A,65,15,16
22:57:55,27.0,15.043,N/A,65,15,16
22:58:25,27.0,14.051,N/A,65,15,16
22:58:55,27.0,14.046,N/A,65,15,16
22:59:25,27.0,13.072,N/A,65,15,16
22:59:56,27.0,13.087,N/A,65,15,16
23:00:26,26.0,13.095,N/A,65,15,16
23:00:56,27.0,14.003,N/A,65,15,16
23:01:26,27.0,14.003,N/A,65,15,16
23:01:56,26.0,13.062,N/A,65,15,16
23:02:26,27.0,13.016,N/A,65,15,16
23:02:56,27.0,12.093,N/A,65,15,16
23:03:26,27.0,13.063,N/A,65,15,16
23:03:56,27.0,13.071,N/A,65,15,16
23:04:26,27.0,12.091,N/A,65,15,16
23:04:56,27.0,13.025,N/A,65,15,16
23:05:27,27.0,13.099,N/A,65,15,16
23:05:57,26.0,13.074,N/A,65,15,16
23:06:27,27.0,13.032,N/A,65,15,16
23:06:57,27.0,12.089,N/A,65,15,16
23:07:27,26.0,13.081,N/A,65,15,16
23:07:57,27.0,14.024,N/A,65,15,16
23:08:27,26.0,14.004,N/A,65,15,16
23:08:57,27.0,13.044,N/A,65,15,16
23:09:27,27.0,14.061,N/A,65,15,16
23:09:57,26.0,14.055,N/A,65,15,16
23:10:27,27.0,14.023,N/A,65,15,16
23:10:58,27.0,14.059,N/A,65,15,16
23:11:28,27.0,14.023,N/A,65,15,16
23:11:58,27.0,13.069,N/A,65,15,16
23:12:28,27.0,14.015,N/A,65,15,16
23:12:58,27.0,14.076,N/A,65,15,16
23:13:28,27.0,13.085,N/A,65,15,16
23:13:58,27.0,14.029,N/A,65,15,16
23:14:28,26.0,14.027,N/A,65,15,16
23:14:58,27.0,14.048,N/A,65,15,16
23:15:28,27.0,13.069,N/A,65,15,16
23:15:58,26.0,14.015,N/A,65,15,16
23:16:28,27.0,14.079,N/A,65,15,16
23:16:59,26.0,14.075,N/A,65,15,16
23:17:29,27.0,13.064,N/A,65,15,16
23:17:59,26.0,14.023,N/A,65,15,16
23:18:29,27.0,14.002,N/A,65,15,16
23:18:59,27.0,13.036,N/A,65,15,16
23:19:29,27.0,14.053,N/A,65,15,16
23:19:59,27.0,13.069,N/A,65,15,16
23:20:29,27.0,14.0,N/A,65,15,16
23:20:59,27.0,13.098,N/A,65,15,16
23:21:29,27.0,13.061,N/A,65,15,16
23:21:59,27.0,13.07,N/A,65,15,16
23:22:30,26.0,13.095,N/A,65,15,16
23:23:00,27.0,15.078,N/A,65,15,16
23:23:30,27.0,14.007,N/A,65,15,16
23:24:00,27.0,13.036,N/A,65,15,16
23:24:30,27.0,14.001,N/A,65,15,16
23:25:00,27.0,14.017,N/A,65,15,16
23:25:30,27.0,14.001,N/A,65,15,16
23:26:00,27.0,13.037,N/A,65,15,16
23:26:30,27.0,14.089,N/A,65,15,16
23:27:00,27.0,13.057,N/A,65,15,16
23:27:30,27.0,13.062,N/A,65,15,16
23:28:01,27.0,13.075,N/A,65,15,16
23:28:31,27.0,13.012,N/A,65,15,16
23:29:01,27.0,13.07,N/A,65,15,16
23:29:31,27.0,13.072,N/A,65,15,16
23:30:01,27.0,13.013,N/A,65,15,16
23:30:31,26.0,13.086,N/A,65,15,16
23:31:01,27.0,13.06,N/A,65,15,16
23:31:31,27.0,13.085,N/A,65,15,16
23:32:01,27.0,14.016,N/A,65,15,16
23:32:31,26.0,14.005,N/A,65,15,16
23:33:01,27.0,13.063,N/A,65,15,16
23:33:31,27.0,14.017,N/A,65,15,16
23:34:02,27.0,14.014,N/A,65,15,16
23:34:32,27.0,14.032,N/A,65,15,16
23:35:02,27.0,13.078,N/A,65,15,16
23:35:32,28.0,15.024,N/A,65,15,16
23:36:02,27.0,14.043,N/A,65,15,16
23:36:32,27.0,13.096,N/A,65,15,16
23:37:02,26.0,13.017,N/A,65,15,16
23:37:32,27.0,13.017,N/A,65,15,16
23:38:02,27.0,13.075,N/A,65,15,16
23:38:32,27.0,13.066,N/A,65,15,16
23:39:02,27.0,14.006,N/A,65,15,16
23:39:33,26.0,14.048,N/A,65,15,16
23:40:03,27.0,13.039,N/A,65,15,16
23:40:33,27.0,13.086,N/A,65,15,16
23:41:03,26.0,13.089,N/A,65,15,16
23:41:33,27.0,13.023,N/A,65,15,16
23:42:03,27.0,13.067,N/A,65,15,16
23:42:33,27.0,14.003,N/A,65,15,16
23:43:03,27.0,14.087,N/A,65,15,16
23:43:33,26.0,13.038,N/A,65,15,16
23:44:03,27.0,13.076,N/A,65,15,16
23:44:33,27.0,13.075,N/A,65,15,16
23:45:04,27.0,14.032,N/A,65,15,16
23:45:34,27.0,13.046,N/A,65,15,16
23:46:04,26.0,13.023,N/A,65,15,16
23:46:34,27.0,13.04,N/A,65,15,16
23:47:04,26.0,14.014,N/A,65,15,16
23:47:34,27.0,12.09,N/A,65,15,16
23:48:04,27.0,13.078,N/A,65,15,16
23:48:34,27.0,13.077,N/A,65,15,16
23:49:04,27.0,13.011,N/A,65,15,16
23:49:34,27.0,13.068,N/A,65,15,16
23:50:04,27.0,13.079,N/A,65,15,16
23:50:34,27.0,14.02,N/A,65,15,16
23:51:05,27.0,13.08,N/A,65,15,16
23:51:35,27.0,13.058,N/A,65,15,16
23:52:05,27.0,13.029,N/A,65,15,16
23:52:35,27.0,13.096,N/A,65,15,16
23:53:05,27.0,14.033,N/A,65,15,16
23:53:35,27.0,13.045,N/A,65,15,16
23:54:05,27.0,13.035,N/A,65,15,16
23:54:35,27.0,14.035,N/A,65,15,16
23:55:05,27.0,14.009,N/A,65,15,16
23:55:35,27.0,14.016,N/A,65,15,16
23:56:05,27.0,14.07,N/A,65,15,16
23:56:36,27.0,14.031,N/A,65,15,16
23:57:06,27.0,14.036,N/A,65,15,16
23:57:36,27.0,14.008,N/A,65,15,16
23:58:06,27.0,13.077,N/A,65,15,16
23:58:36,26.0,13.056,N/A,65,15,16
23:59:06,26.0,14.062,N/A,65,15,16
23:59:36,27.0,14.005,N/A,65,15,16
00:00:06,27.0,14.044,N/A,65,15,16
00:00:36,27.0,13.008,N/A,65,15,16
00:01:06,27.0,14.025,N/A,65,15,16
00:01:36,27.0,12.089,N/A,65,15,16
00:02:07,26.0,13.065,N/A,65,15,16
00:02:37,26.0,14.039,N/A,65,15,16
00:03:07,27.0,13.065,N/A,65,15,16
00:03:37,27.0,14.03,N/A,65,15,16
00:04:07,27.0,13.066,N/A,65,15,16
00:04:37,27.0,13.06,N/A,65,15,16
00:05:07,27.0,14.013,N/A,65,15,16
00:05:37,27.0,13.067,N/A,65,15,16
00:06:07,27.0,13.026,N/A,65,15,16
00:06:37,27.0,13.099,N/A,65,15,16
00:07:07,27.0,12.099,N/A,65,15,16
00:07:37,27.0,13.036,N/A,65,15,16
00:08:08,27.0,14.033,N/A,65,15,16
00:08:38,27.0,13.057,N/A,65,15,16
00:09:08,26.0,13.078,N/A,65,15,16
00:09:38,27.0,13.024,N/A,65,15,16
00:10:08,27.0,14.053,N/A,65,15,16
00:10:38,27.0,13.006,N/A,65,15,16
00:11:08,26.0,13.062,N/A,65,15,16
00:11:38,27.0,13.063,N/A,65,15,16
00:12:08,27.0,13.055,N/A,65,15,16
00:12:38,27.0,13.062,N/A,65,15,16
00:13:08,27.0,13.095,N/A,65,15,16
00:13:39,27.0,13.004,N/A,65,15,16
00:14:09,27.0,13.066,N/A,65,15,16
00:14:39,27.0,13.081,N/A,65,15,16
00:15:09,27.0,13.061,N/A,65,15,16
00:15:39,27.0,14.005,N/A,65,15,16
00:16:09,27.0,14.038,N/A,65,15,16
00:16:39,27.0,13.076,N/A,65,15,16
00:17:09,26.0,13.005,N/A,65,15,16
00:17:39,27.0,14.032,N/A,65,15,16
00:18:09,26.0,13.085,N/A,65,15,16
00:18:39,26.0,12.097,N/A,65,15,16
00:19:10,27.0,14.012,N/A,65,15,16
00:19:40,27.0,14.031,N/A,65,15,16
00:20:10,27.0,13.06,N/A,65,15,16
00:20:40,26.0,13.057,N/A,65,15,16
00:21:10,26.0,12.079,N/A,65,15,16
00:21:40,26.0,14.041,N/A,65,15,16
00:22:10,27.0,13.065,N/A,65,15,16
00:22:40,27.0,13.034,N/A,65,15,16
00:23:10,27.0,13.064,N/A,65,15,16
00:23:40,27.0,13.04,N/A,65,15,16
00:24:10,26.0,13.026,N/A,65,15,16
00:24:41,27.0,13.057,N/A,65,15,16
00:25:11,27.0,13.085,N/A,65,15,16
00:25:41,27.0,13.089,N/A,65,15,16
00:26:11,26.0,13.058,N/A,65,15,16
00:26:41,27.0,14.042,N/A,65,15,16
00:27:11,26.0,13.032,N/A,65,15,16
00:27:41,27.0,13.036,N/A,65,15,16
00:28:11,27.0,14.006,N/A,65,15,16
00:28:41,27.0,13.005,N/A,65,15,16
00:29:11,27.0,13.078,N/A,65,15,16
00:29:41,27.0,14.065,N/A,65,15,16
00:30:11,27.0,14.021,N/A,65,15,16
00:30:42,27.0,13.082,N/A,65,15,16
00:31:12,27.0,12.081,N/A,65,15,16
00:31:42,26.0,13.069,N/A,65,15,16
00:32:12,27.0,13.095,N/A,65,15,16
00:32:42,27.0,13.029,N/A,65,15,16
00:33:12,27.0,12.089,N/A,65,15,16
00:33:42,27.0,13.064,N/A,65,15,16
00:34:12,27.0,12.094,N/A,65,15,16
00:34:42,27.0,13.088,N/A,65,15,16
00:35:12,26.0,12.09,N/A,65,15,16
00:35:42,27.0,14.03,N/A,65,15,16
00:36:13,27.0,13.094,N/A,65,15,16
00:36:43,27.0,14.005,N/A,65,15,16
00:37:13,26.0,13.071,N/A,65,15,16
00:37:43,26.0,13.04,N/A,65,15,16
00:38:13,27.0,13.035,N/A,65,15,16
00:38:43,27.0,14.061,N/A,65,15,16
00:39:13,27.0,13.008,N/A,65,15,16
00:39:43,27.0,13.062,N/A,65,15,16
00:40:13,27.0,13.07,N/A,65,15,16
00:40:43,27.0,13.08,N/A,65,15,16
00:41:13,27.0,13.04,N/A,65,15,16
00:41:44,27.0,13.032,N/A,65,15,16
00:42:14,26.0,13.094,N/A,65,15,16
00:42:44,26.0,14.04,N/A,65,15,16
00:43:14,27.0,13.059,N/A,65,15,16
00:43:44,27.0,13.014,N/A,65,15,16
00:44:14,27.0,13.082,N/A,65,15,16
00:44:44,27.0,13.026,N/A,65,15,16
00:45:14,26.0,13.074,N/A,65,15,16
00:45:44,27.0,13.063,N/A,65,15,16
00:46:14,27.0,13.098,N/A,65,15,16
00:46:44,26.0,14.098,N/A,65,15,16
00:47:15,27.0,14.007,N/A,65,15,16
00:47:45,27.0,14.007,N/A,65,15,16
00:48:15,27.0,14.035,N/A,65,15,16
00:48:45,27.0,14.036,N/A,65,15,16
00:49:15,27.0,13.072,N/A,65,15,16
00:49:45,27.0,13.095,N/A,65,15,16
00:50:15,27.0,13.085,N/A,65,15,16
00:50:45,26.0,13.05,N/A,65,15,16
00:51:15,27.0,13.091,N/A,65,15,16
00:51:45,27.0,13.088,N/A,65,15,16
00:52:15,27.0,13.068,N/A,65,15,16
00:52:46,27.0,13.074,N/A,65,15,16
00:53:16,27.0,14.011,N/A,65,15,16
00:53:46,27.0,13.091,N/A,65,15,16
00:54:16,27.0,13.041,N/A,65,15,16
00:54:46,27.0,13.043,N/A,65,15,16
00:55:16,26.0,13.059,N/A,65,15,16
00:55:46,27.0,14.012,N/A,65,15,16
00:56:16,26.0,13.044,N/A,65,15,16
00:56:46,26.0,13.043,N/A,65,15,16
00:57:16,27.0,15.012,N/A,65,15,16
00:57:46,27.0,14.026,N/A,65,15,16
00:58:16,27.0,13.033,N/A,65,15,16
00:58:47,26.0,13.075,N/A,65,15,16
00:59:17,27.0,14.001,N/A,65,15,16
00:59:47,26.0,13.092,N/A,65,15,16
01:00:17,27.0,13.019,N/A,65,15,16
01:00:47,27.0,14.014,N/A,65,15,16
01:01:17,26.0,13.042,N/A,65,15,16
01:01:47,27.0,13.027,N/A,65,15,16
01:02:17,27.0,14.042,N/A,65,15,16
01:02:47,27.0,13.092,N/A,65,15,16
01:03:17,27.0,13.083,N/A,65,15,16
01:03:47,26.0,13.016,N/A,65,15,16
01:04:18,27.0,14.039,N/A,65,15,16
01:04:48,27.0,13.001,N/A,65,15,16
01:05:18,26.0,13.097,N/A,65,15,16
01:05:48,27.0,13.049,N/A,65,15,16
01:06:18,27.0,13.02,N/A,65,15,16
01:06:48,26.0,13.039,N/A,65,15,16
01:07:18,26.0,14.004,N/A,65,15,16
01:07:48,27.0,12.083,N/A,65,15,16
01:08:18,27.0,14.071,N/A,65,15,16
01:08:48,27.0,14.051,N/A,65,15,16
01:09:18,27.0,13.021,N/A,65,15,16
01:09:49,27.0,13.009,N/A,65,15,16
01:10:19,27.0,14.093,N/A,65,15,16
01:10:49,27.0,14.084,N/A,65,15,16
01:11:19,27.0,15.018,N/A,65,15,16
01:11:49,27.0,13.032,N/A,65,15,16
01:12:19,26.0,13.029,N/A,65,15,16
01:12:49,26.0,13.08,N/A,65,15,16
01:13:19,27.0,15.034,N/A,65,15,16
01:13:49,26.0,13.079,N/A,65,15,16
01:14:19,26.0,13.036,N/A,65,15,16
01:14:49,27.0,13.063,N/A,65,15,16
01:15:20,27.0,13.081,N/A,65,15,16
01:15:50,26.0,13.073,N/A,65,15,16
01:16:20,26.0,14.034,N/A,65,15,16
01:16:50,26.0,13.099,N/A,65,15,16
01:17:20,26.0,14.002,N/A,65,15,16
01:17:50,27.0,13.037,N/A,65,15,16
01:18:20,27.0,13.089,N/A,65,15,16
01:18:50,27.0,13.068,N/A,65,15,16
01:19:20,27.0,13.063,N/A,65,15,16
01:19:50,27.0,13.063,N/A,65,15,16
01:20:20,26.0,13.066,N/A,65,15,16
01:20:50,26.0,13.098,N/A,65,15,16
01:21:21,27.0,14.056,N/A,65,15,16
01:21:51,27.0,13.048,N/A,65,15,16
01:22:21,27.0,14.022,N/A,65,15,16
01:22:51,26.0,14.045,N/A,65,15,16
01:23:21,27.0,14.013,N/A,65,15,16
01:23:51,27.0,13.013,N/A,65,15,16
01:24:21,27.0,13.003,N/A,65,15,16
01:24:51,26.0,15.023,N/A,65,15,16
01:25:21,26.0,13.079,N/A,65,15,16
01:25:51,26.0,13.094,N/A,65,15,16
01:26:21,27.0,13.086,N/A,65,15,16
01:26:52,27.0,12.089,N/A,65,15,16
01:27:22,26.0,13.074,N/A,65,15,16
01:27:52,26.0,13.018,N/A,65,15,16
01:28:22,27.0,14.038,N/A,65,15,16
01:28:52,27.0,12.092,N/A,65,15,16
01:29:22,27.0,14.017,N/A,65,15,16
01:29:52,26.0,13.053,N/A,65,15,16
01:30:22,26.0,14.091,N/A,65,15,16
01:30:52,27.0,14.015,N/A,65,15,16
01:31:22,26.0,15.001,N/A,65,15,16
01:31:52,27.0,14.028,N/A,65,15,16
